id,Num,Country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
219,254,Poland,0.08,0.32,0.38,2.24,0.06,0.08,1.95,1.63,0.63,0.08,0.25,0.08,0.05,0.4,3.11,0.23,0.05,0.07,0.05,0.56,0.39,-11.3,1.19,3.9,0.17,0.12,5.16,4.9,1.63,1.65,29.61,0.64,1,0.17,0.05,0.35,1.53,0.12,0.08,2.13,0.31,1.98,2.03,3013,0.12,0.03,7.58,3.92,5.34,5.15,0.11,1.35,0.89,0.06,0.03,0.18,3.56,0.18,4.38,0.08,0.76,0,0,0,0.26,456.83,3698.24,2303.03,3862.38,285.97,902.61,0.98,0.96,1.26,2.09,1.26,-2.3,1.17,2.71,1.33,-2.17,-25.03,3
220,256,Poland,0.01,0.35,0.27,3.81,0.01,0.01,1.86,0.37,0.65,0.01,0.09,0.1,0.03,0.11,2.86,0.04,0.02,0.01,0.02,0.64,0.1,-2.76,0.42,4.34,0.82,0.02,3.93,1.07,0.37,0.39,0.98,0.91,1,0.67,0.03,0.06,2.62,0.04,0.11,1.03,0.09,1.02,1.42,5836,0.01,0.39,3.28,1.99,3.9,0.58,0.44,-0.09,-0.37,-0.08,-0.22,-0.23,-0.31,-0.84,-2.01,-0.22,-6.28,0,0,0,0,1114.33,88491.6,17349.19,57195.13,724.93,1135.11,1.21,1.2,0.99,1.16,42.83,m,0.85,0.77,0.86,m,m,3
221,258,Slovakia,0.11,0.18,0.26,2.71,0,0.13,4.46,1.53,0.82,0.13,0.87,0.09,0.09,0.73,5.46,0.73,0.09,0.13,0.07,0.82,0.58,-128.69,0.44,3.91,0.04,0.16,9.45,7.89,0,1.58,8.53,0.85,0,0.83,0.09,0.68,1.7,0.28,0.18,2.26,0.15,1.39,1.44,2094,0.13,0.04,9.95,11.59,10.04,2.61,0.07,m,m,0,0,0,0,0,m,0,0,0.01,0.09,0,m,0,0,0,0,0,0,1.11,0.99,1.13,1.19,4.66,14.97,1.41,1.1,1.19,-1.64,-5.93,3
222,259,Poland,0.04,0.62,0.11,1.25,0.04,0.05,0.62,1.24,0.38,0.07,0.11,0.07,0.06,0.14,1.62,0.11,0.04,0.07,0.03,0.34,0.12,-3.88,0.26,3.97,0.49,0.17,2.64,1.93,1.24,1.26,2.08,0.55,1,0.03,0.05,0.18,0.77,0.1,0.08,0.91,0.45,0.88,1.26,1061,0.1,0.44,5.75,3.74,2.76,2.85,-0.09,-0.82,-0.75,-0.05,-0.04,-0.08,-0.29,-0.11,7.13,-0.09,-0.73,0,0,0,0,583.52,4528.82,2184.43,3382.09,223.43,512,1.31,1.26,0.97,1.05,4.15,-62.2,0.99,3.49,1.03,-1.94,-0.76,3
223,262,Poland,-0.05,0.22,0.41,3.98,0.74,0,3.59,0.52,0.78,-0.03,0,0.03,-0.08,0.08,4.59,-0.21,0,-0.05,-0.1,0.04,-0.16,-1.73,0.9,4.14,0.19,-0.06,4.27,2.69,0.1,0.54,4.75,0.86,0.18,1.33,-0.09,-0.33,2.8,-0.03,-0.06,2.51,0.14,1.72,1.9,5628,-0.07,0.1,3.22,2.59,3.81,1.15,0.47,-1.03,0.34,0.05,0.1,0.24,0.64,0.38,0.61,0.09,-1.11,0,0,0,0,232.78,-1606133.65,-6327.19,-3911.04,182.08,401.15,0.87,0.92,0.99,0.97,1.61,1.35,0.92,1.04,0.98,-4.86,5.04,3
224,263,Poland,0,0.52,0.13,1.26,-0.02,0,0.94,1.23,0.48,0.01,0,0,0,0,1.94,0.01,0,0.01,0,0.51,0.01,-0.76,0.33,3.99,0.42,0.01,2.6,2.44,1.23,1.27,10.1,0.51,1,0.11,0,0.01,0.65,0.05,0.04,1.18,0.49,1.25,1.33,1239,0.01,0.06,4.19,4.65,2.55,3.18,-0.13,0.04,0,0.08,0.07,0.16,2.6,0.17,175.51,0.13,14.74,0,0,0,0,1001.3,2141131.22,9920.13,87530.52,484.12,1247.53,0.86,0.87,0.88,0.88,0.9,m,0.9,0.77,0.76,m,m,3
225,264,Slovakia,0.04,0.46,0.38,1.9,0.22,0.05,1.2,1.02,0.54,0.05,0.11,0.05,0.05,0.1,2.2,0.11,0.05,0.05,0.03,0.33,0.08,-8.88,2.01,4.09,0.27,0.1,2.41,2.25,0,1.08,24.37,0.57,0,0.45,0.05,0.43,1.71,0.09,0.09,1.78,0.43,2.85,3.01,4669,0.07,0.05,12.36,1.9,2.4,5.34,0.29,m,m,0,0,0,0,0,m,0,0,0.01,0.19,0.69,0,1002.53,11841.22,5954.67,10546.77,545.92,2860.7,0.73,0.73,0.94,0.98,0.01,1.63,1.08,0.74,0.96,0.54,-0.27,3
226,265,Poland,0.01,0.49,0.15,1.36,-0.01,0.02,1.03,0.98,0.51,0.02,0.04,0.04,0,0.08,2.03,0,0.02,0,0.01,0.51,0.07,m,0.35,3.98,0.48,0,2.36,1.98,0.98,0.98,1.81,0.58,1,0.08,0,0.03,0.34,0.02,0.02,1.15,0.42,1.17,1.35,1423,0.02,0.15,2.3,8.93,2.35,2.25,-0.29,-0.44,-0.84,-0.03,-0.03,-0.05,-0.33,-0.06,5.41,-0.05,-32.13,0,0,0,0,340.56,9233.96,7764,216813.83,172.41,397.28,0.89,0.93,0.13,0.13,0.42,15.12,0.14,0.1,0.21,2.32,0.04,3
227,266,Poland,4.05,0.89,-0.25,0.72,-0.42,4.1,0.13,4.66,0.11,4.23,4.75,0.93,0.08,4.88,1.13,0.39,0.88,0.34,0.87,0.53,4.83,-2.53,-0.64,3.89,0.15,3.07,5.06,4.91,8.65,4.7,22.79,0.14,1.86,0.22,0.07,123.66,0.68,0.58,0.12,0.69,0.86,0.29,0.36,-1897,36.18,0.23,142.32,11.74,5.4,12.17,-0.75,-1.55,-0.09,-2.61,-0.56,-2.94,-102,-3.03,9.58,-4.24,-7.61,0,0,0,0,5776.54,157.86,1111.02,1881.6,646.65,1688.12,0.43,0.43,1.15,1.02,0.7,m,1.05,0.93,1.38,0.82,-0.53,3
228,267,Poland,0.07,0.53,-0.08,0.77,0.07,0.08,0.89,1.11,0.47,0.09,0.25,0.12,0.09,0.26,1.89,0.17,0.08,0.09,0.06,0.4,0.24,-19.86,-0.1,4.01,0.46,0.19,3.12,1.97,1.11,1.13,0.95,0.67,1,0.06,0.08,1,0.55,0.14,0.13,0.49,0.33,0.63,0.9,-788,0.15,0.41,15.48,6.79,3.33,1.5,-0.15,0.63,0.46,0.11,0.1,0.22,0.59,0.34,9.45,0.45,1.29,0,0.02,0,0,377.21,2107.2,1253.98,2002.3,177.71,239.14,0.92,0.94,m,m,m,0,m,m,m,m,m,3
229,269,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0.93,1.02,-0.15,m,1.23,0.74,0.9,0.11,-0.25,3
230,271,Poland,0.03,0.59,-0.07,0.73,-0.58,0.05,0.68,0.48,0.41,0.07,0.18,0.1,0.18,0.08,1.68,0.12,0.1,0.07,0.06,0.99,0.05,-2.82,-8.28,4.33,1.23,0.17,1.69,0.71,0,0.49,0.22,0.75,0,0.04,0.15,0.28,0.3,m,m,0.31,0.25,49.57,91.79,-1446.14,0.07,0.85,4.48,7.4,1.91,58.34,-0.39,0.56,0,0.05,0.11,0.09,0.16,0.22,7.37,0.3,0.78,0,0,0,0,1381.89,12338.39,m,8031.4,559.96,68504.3,1.14,0.47,1.04,1.06,1.01,m,1.09,0.92,1.25,m,m,3
231,272,Slovakia,0,0.56,0.43,2.12,0,0,0.79,2.83,0.44,0.01,0.01,0,0,0.01,1.79,0.01,0,0.01,0,0.44,0,-3.38,2.41,3.48,0.17,0.01,7.35,5.07,0,2.85,1.94,0.61,0,0.24,0,0,0.87,0.04,0.01,1.46,0.39,2.44,3.41,1314,0,0.4,5.86,11.6,7.33,15.72,-0.02,m,m,0,0,0,0,0,m,0,0,0,0.56,0,0,76.91,8103.41,876.83,5712.09,33.84,187.89,0.9,0.9,1.15,1.14,-16.17,-5.2,1.93,m,1.04,0.91,0.61,3
232,273,Poland,0.1,0.76,0.31,1.5,-0.31,0.13,0.3,1.63,0.23,0.15,0.21,0.08,0.1,0.18,1.31,0.19,0.08,0.15,0.06,0.54,0.14,-8.24,4.89,3.72,0.41,0.64,2.38,1.95,0,1.64,5.55,0.37,0,0.16,0.09,0.55,1.22,0.15,0.09,1.23,0.63,3.59,5.74,1624.19,0.42,0.6,9.28,2.46,2.61,25.56,0.09,1,0.07,0.1,0.06,0.13,0.71,0.15,2.89,0.1,0.66,0,0,0,0,61220.04,108519.53,91315.06,95422.34,13988.8,219595.1,2.49,2.24,1.24,0.64,0.96,m,0,0.71,3.86,m,m,3
233,277,Hungary,0.07,0.22,0.21,2.02,0.13,0.08,3.57,0.91,0.78,0.1,0.38,0.08,0.11,0.35,4.57,0.41,0.08,0.09,0.07,0.65,0.3,-4.1,0.35,4.03,0.23,0.12,4.03,3.75,0,0.91,26.93,0.8,0,0.07,0.1,m,2.02,0.14,0.15,1.88,0.2,1.33,1.35,2242,0.08,0.02,m,2.29,4.47,1.55,0.25,m,m,0,0,0,0,0,m,0,0,0,0,0,0,3522.82,35956.84,19525.7,30476.4,2752.01,4671.45,1.56,1.68,0.89,0.75,1.14,m,0.85,0.57,1.07,m,m,3
234,278,Slovakia,-0.08,0.47,-0.01,0.98,-0.08,-0.07,1.12,0.83,0.53,-0.07,-0.22,-0.09,-0.08,-0.16,2.12,-0.15,-0.09,-0.07,-0.1,0.61,-0.18,13.66,-0.01,4.05,0.56,-0.13,2.74,1.95,0,0.85,0.7,0.66,0,0.02,-0.08,-0.36,0.28,0.03,0.03,0.69,0.34,0.79,0.99,-84,-0.16,0.26,3.57,9.41,2.48,1.24,-0.26,m,m,0,0,0,0,0,m,0,0,0,0.04,-0.03,0,243.78,-1751.04,4949.08,-1837.83,128.75,191.53,1.1,1.02,1.05,1.18,1.76,m,1.04,1.32,1.04,9.06,2.69,3
235,281,Poland,0.05,0.39,0.12,1.36,0.05,0.06,1.57,0.71,0.61,0.09,0.19,0.13,0.12,0.24,2.57,0.19,0.09,0.07,0.06,0.56,0.19,-3.23,0.23,4.26,0.54,0.12,1.87,1.64,0.71,0.71,5.85,0.66,1,0.03,0.1,0.23,0.79,0.1,0.15,1.2,0.34,1.15,1.23,2237,0.07,0.08,3.64,2.72,2.08,1.33,-0.11,-1.29,-0.83,-0.04,-0.05,-0.09,-0.76,-0.1,-17.27,-0.08,-0.48,0,0,0,0,222.89,2128.59,1311.68,1828.63,136.17,255.33,0.98,0.9,1.05,1.23,0.05,0.95,1.4,0.93,1.37,-0.1,-3.26,3
236,282,Poland,-0.01,0.46,-0.12,0.7,-0.24,-0.01,0.9,0.52,0.41,0.01,-0.01,0.04,-0.01,0.04,2.19,-0.01,-0.01,0,-0.02,0.65,0.03,0.26,-0.16,4.31,0.87,-0.01,1.34,1.16,0.89,0.53,1.26,0.47,1.7,0.01,-0.01,-0.06,0.19,0.02,0.04,0.61,0.4,0.57,0.65,-2426,-0.03,0.15,2.61,7.03,1.32,0.72,-0.63,0.43,-0.92,-0.03,-0.05,-0.06,-0.45,-0.07,48.04,-0.1,6.21,0,0,0,0,1858.47,-147800.71,36511.61,-172426.01,764.39,1058.09,1.14,0.97,0.96,0.9,0.3,m,0.8,0.95,1.24,m,m,3
237,285,Hungary,0,0.24,0.19,2.06,0.61,0.02,3.11,1.23,0.76,0.02,0.09,0.01,0.02,0.07,4.11,0.09,0.01,0.02,0,0.14,0.02,-6.01,0.31,3.84,0.16,0.03,6.62,4.98,0,1.23,4,0.82,0,0.23,0.02,0.03,1.31,0.07,0.06,1.55,0.18,1.22,1.31,1355,0.01,0.08,8.99,6.21,6.72,1.98,0.05,m,m,0,0,0,0,0,m,0,0,0,0.02,0,0,7128.21,310473.7,76191.75,258809.92,5393.04,8662.54,1,1.04,1.23,0.93,0.24,1.05,0.91,0.9,1.23,-3.36,0,3
238,291,Poland,0.01,0.41,0.38,2.57,0.04,0.02,1.45,1.03,0.59,0.03,0.09,0.02,0.03,0.06,2.45,0.07,0.02,0.03,0.01,0.55,0.03,-3.9,1.04,3.82,0.4,0.05,4.1,2.47,1.03,1.03,1.99,0.75,1,0.87,0.03,0.04,1.32,0.04,0.04,1.54,0.25,1.6,2.04,2525,0.02,0.28,3.37,9.33,4.19,2.78,0.08,0.22,0,0.06,0.06,0.15,0.37,0.24,-615.11,0.1,2.22,0,0,0,0,448.17,11631.58,6175.46,9807.84,265.08,716.36,1.19,1.12,m,m,m,m,m,m,m,m,m,3
239,292,Poland,0.06,0.35,0.4,2.48,0.06,0.08,1.75,1.43,0.61,0.08,0.29,0.06,0.05,0.23,2.89,0.22,0.06,0.08,0.04,0.54,0.16,-55.03,1.23,3.75,0.24,0.12,5.58,4.37,1.43,1.59,7.96,0.68,1,1.51,0.05,0.74,2.2,0.1,0.07,1.95,0.27,1.86,2.09,2258,0.09,0.12,18.72,7.58,5.26,4.37,0.22,0.2,0,0.28,0.2,0.82,3.77,1.04,1.07,0.42,3.75,0,0,0,0.02,936.25,7084.18,5585.42,7509.87,566.79,1737.62,m,m,0.93,0.97,0.3,0.39,1.01,0.96,0.94,0.67,-0.39,3
240,295,Poland,0.01,0.45,-0.01,0.97,-0.03,0.01,1.23,1.11,0.55,0.02,0.02,0.01,0.02,0.02,2.23,0.04,0.01,0.02,0.01,0.58,0.02,-1.87,-0.02,3.95,0.4,0.03,2.62,2.48,1.11,1.13,11.7,0.58,1,0.08,0.02,0.05,0.63,0,0,0.92,0.42,0.94,0.98,-101,0.01,0.04,7.63,4.75,2.62,1.9,-0.14,0.11,0,0.07,0.06,0.16,3.05,0.16,-14.89,0.17,4.04,0,0,0,0,662.07,41463.45,m,21193.64,365.76,623.39,0.82,0.84,0.96,1.17,m,m,0.81,1.63,0.91,m,m,3
241,296,Slovakia,-0.03,0.38,-0.11,0.6,-0.28,0,1.6,0.39,0.62,0,0,0,0,0,2.6,0,0,0,-0.09,0.9,-0.09,0,-0.14,4.14,0.91,0,1.55,1.15,0,0.44,0.91,0.71,0,0.1,0,-0.42,0.31,0.08,0.19,0.44,0.29,0.74,0.86,-1582,-0.06,0.16,4.77,6.46,1.36,0.47,-0.44,m,m,0,0,0,0,0,m,0,m,0,0.02,-0.07,0,2140.89,m,17570.18,m,1318.8,1591.84,1.07,1.12,1.69,1.35,-0.98,-5.28,1.46,0.98,1.16,1.24,-0.12,3
242,297,Poland,-0.06,0.43,0.38,2.1,-0.06,-0.06,1.32,0.85,0.57,-0.06,-0.18,-0.05,-0.06,-0.11,2.32,-0.13,-0.07,-0.06,-0.08,0.63,-0.11,7.28,1.44,3.58,0.51,-0.1,2.64,2.12,0.85,0.86,1.29,0.65,1,0.01,-0.07,-0.1,0.32,-0.04,-0.05,1.69,0.35,2.15,2.47,1468,-0.11,0.15,1.37,7.92,2.44,3.19,-0.26,0.31,-0.08,-0.21,-0.25,-0.48,-2.45,-0.6,-354.1,-0.29,3.72,0,0.01,0,0,5.78,-52.04,-85.4,-58.77,3.29,12.42,0.89,1.02,0.73,0.67,0.55,m,0.71,0.59,0.94,m,m,3
243,299,Slovakia,-0.15,1.31,-0.86,0.2,-2,-0.15,-0.23,0.51,-0.31,-0.12,-0.14,-0.3,-0.13,-0.12,0.77,-0.09,-0.3,-0.12,-0.3,1.69,-0.12,3.78,-1.08,3.91,2.57,0.39,0.91,0.74,0,0.85,0.23,-0.06,0,0,-0.23,-0.98,0.05,0.04,0.09,0.16,1.06,-0.39,-0.08,-6887,0.49,-0.79,3.33,9.2,0.48,0.64,-1,m,m,0,0,0,0,0,m,0,0,0,0.01,0,0,-2.81,-5.72,19.46,-7.23,0.86,1.09,0.69,0.64,0.9,0.99,0.38,0.83,0.91,1.08,0.67,1.54,-1.77,3
244,300,Poland,0.3,0.76,-0.03,0.92,-1.36,0.3,0.31,1.31,0.24,0.35,0.73,0.25,0.05,0.43,1.31,0.08,0.23,0.06,0.23,1.6,0.43,-1.31,-0.05,3.82,0.54,0.25,3.19,1.73,0,1.38,0.75,0.59,0,0.12,0.04,2.52,0.64,0.09,0.07,0.5,0.41,0.38,0.95,-206.96,1.25,1.47,11.12,6.17,3.18,2.12,-0.14,-1.21,-0.12,-0.25,-0.19,-0.32,-0.7,-0.6,42.15,-0.64,-4.18,0,0,0,0,745.03,587.93,1996.79,3006.66,177.04,286.33,0.97,1.03,1.05,1.1,1.14,1.85,1.18,1.2,0.71,0.9,-2.21,3
245,301,Poland,-0.04,0.59,0.07,1.46,-0.41,-0.1,0.69,0.4,0.41,-0.11,-0.63,-0.2,-0.2,-0.14,1.69,-0.18,-0.24,-0.11,-0.1,0.81,-0.04,-13.55,0.09,4.15,1.43,-0.26,3.33,0.87,0.14,0.41,0.26,0.85,0.34,0.13,-0.26,-0.37,0.73,-0.09,-0.22,0.38,0.15,0.53,1.09,1006,-0.1,1.07,3.54,4.37,2.6,0.52,-0.09,-2,0.77,0.02,0.05,0.04,0.05,0.14,-1.75,0.09,-0.2,0,0,0,0,1861.92,-7799.32,-8536.72,-7223.81,759.43,980.57,0.92,0.95,1.12,1.27,5.04,m,1.35,1.39,1.19,m,m,3
246,306,Slovakia,0.06,0.39,0.18,1.46,-0.1,0.08,1.59,0.63,0.61,0.08,0.21,0.13,0.12,0.2,2.59,0.21,0.13,0.08,0.1,0.71,0.16,-65.83,0.4,3.87,0.62,0.13,1.71,1.69,0,0.73,32.88,0.62,0,0.25,0.13,0.16,0.47,0.09,0.15,1.44,0.38,1.39,1.4,1319,0.1,0.01,1.66,7.16,1.64,1.41,-0.31,m,m,0,0,0,0,0,m,0,0,0,0.03,0.02,0,287.75,2235.78,1934.8,2218.1,176.43,399.29,1.17,1.26,1,1.08,0.81,m,1.02,1.05,0.84,0.32,1.93,3
247,307,Poland,0.07,0.3,0.46,3.06,0.08,0.09,2.33,1.13,0.7,0.09,0.41,0.16,0.08,0.62,3.32,0.28,0.08,0.09,0.07,0.62,0.56,-37.55,1.49,3.69,-0.01,0.12,4.98,3.72,1.13,1.21,7.71,0.78,1,1.97,0.08,0.71,2.6,0.18,0.16,2.29,0.22,2.25,2.49,2285,0.11,0.11,10.79,8.04,5.04,3.65,0.35,2.07,2.61,0.04,0.03,0.12,0.47,0.16,0.25,0.05,0.42,0,0,0,0,1710.81,13006.7,6689.73,13997.25,1196.39,3850.2,0.85,0.85,1.13,1.27,1.55,2.24,0.91,1.07,1.11,-1.44,0.79,3
248,309,Poland,0.07,0.63,0.09,1.15,0.07,0.1,0.59,1.86,0.37,0.1,0.16,0.05,0.05,0.16,1.59,0.16,0.05,0.1,0.04,0.3,0.11,-15.21,0.29,3.49,0.34,0.27,3.07,2.93,1.86,1.94,17.7,0.4,1,0.41,0.05,0.36,0.83,0,0,1.1,0.6,1.2,1.29,274,0.19,0.08,9.58,7.42,3.08,6.02,-0.06,1.03,0,0.07,0.04,0.11,2.43,0.11,2.06,0.1,0.69,0,0.01,0,0,6480.72,24498.59,m,24211.43,2398.38,7775.9,1.06,1.07,1.99,2.2,1.35,m,m,0.75,3,10.25,11.44,3
249,310,Poland,-0.32,0.83,-0.02,0.96,-0.51,-0.32,0.2,0,0.17,-0.31,-0.54,m,-0.34,-0.18,1.2,-0.37,m,-0.31,m,0.68,-0.18,17.38,-0.05,3.82,m,-1.82,1.55,1.12,0,0.62,2.54,0.4,m,0.84,m,m,0.96,-0.13,m,0.7,0.6,0.4,0.95,-142,-1.92,1.35,m,0,0,0,-0.03,-0.65,0.35,0.5,m,0.6,2.17,0.82,1.28,0.85,-1.62,0,0,0,m,0,0,0,0,0,0,0,0.83,0.87,0.84,-1.05,m,0.85,0.77,0.78,0.55,1.18,3
250,312,Poland,0,0.55,0.19,1.41,0,0,0.81,2.07,0.45,0.02,0.01,0.02,0.01,0.07,1.81,0.04,0,0.02,0,0.44,0.07,-1.1,0.58,3.35,0.26,0.05,4.34,3.71,2.07,2.07,1.67,0.53,1,0.02,0.01,0.01,0.28,0.06,0.03,1.21,0.47,1.34,1.58,433,0.01,0.18,3.88,16.38,4.38,6.19,-0.17,0.09,0.8,0.05,0.02,0.08,0.57,0.1,23.04,0.07,2.06,0,0,0,0,1635.21,223382.17,12430.96,32911.4,733.27,2197.65,0.73,0.71,1.55,2.06,1.57,m,m,1.21,0.82,2.09,0.33,3
251,314,Poland,-0.15,0.46,-0.1,0.63,-0.32,-0.15,1.18,0.03,0.54,-0.14,-0.56,-5.49,-0.76,-0.35,2.19,-0.31,-5.24,-0.14,-5.27,0.85,-0.35,14.7,-0.12,3.27,14.25,-0.27,0.74,0.44,0,0.06,0.6,0.72,0,0.24,-4.97,-2.75,0.42,-0.13,-4.45,0.37,0.27,0.64,0.87,-185.1,-0.28,0.35,0.52,0.6,0.11,0.03,-0.73,0.74,0.03,-0.2,-7.09,-0.45,-1.09,-0.76,-19.18,-1.22,1.43,0,0,0,m,0,0,0,0,0,0,3.33,2,0,0,0,0,0,0,0,0,0,3
252,315,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,0,0.97,0.97,0.87,m,0.89,1.04,0.76,0.2,2.15,3
253,317,Poland,0.02,0.48,0.11,1.75,0.02,0.02,1.1,0.44,0.52,0.04,0.1,0.09,0.1,0.09,2.1,0.08,0.04,0.04,0.04,0.51,0.09,-1.61,0.16,4.08,1.02,0.07,2.68,0.86,0,0.45,0.25,0.85,0,0.22,0.08,0.09,0.53,0.06,0.14,0.56,0.15,0.72,1.16,1376.14,0.03,0.62,2.34,9.3,2.87,0.6,-0.18,2.83,4.38,0.01,0.01,0.01,0.02,0.04,0.28,0.02,0.16,0,0,0,0,780.3,26541.7,6579.7,11079.26,409.54,558.4,0.97,0.98,0.97,0.77,0.62,0.16,0.95,0.96,1.04,-0.15,-0.07,3
254,318,Poland,0.02,0.43,0.24,1.66,0,0.03,1.35,0.81,0.57,0.05,0.07,0.04,0.05,0.08,2.35,0.09,0.03,0.04,0.03,0.57,0.07,-2.02,0.64,3.71,0.51,0.07,2.12,1.84,0,0.82,3.47,0.63,0,0.03,0.05,0.06,0.54,0.05,0.06,1.44,0.37,1.51,1.66,1259.65,0.04,0.1,1.96,4.35,2.2,2.13,-0.22,2.85,0.99,0.01,0.01,0.02,0.14,0.02,35.08,0.01,0.21,0,0,0,0.02,831.38,18137.32,10351.58,12516.23,477.66,1256.13,0.99,1,0.95,0.84,-0.27,2.24,0.77,0.91,0.71,0.03,1.25,3
255,319,Poland,0,0.89,-0.2,0.5,-0.18,0.01,0.12,0.56,0.11,0.04,0.01,0.09,0.07,0.05,1.12,0.04,0.01,0.04,0.01,0.29,0.05,-1.16,-0.25,3.92,1.6,0.33,1.34,0.61,0.56,0.58,0.29,0.6,1,0.02,0.07,0.08,0.35,0.08,0.14,0.23,0.4,0.14,0.75,-1653,0.05,4.45,9.26,4.13,1.39,0.7,-0.49,0.56,5,0.01,0.02,0.01,0.02,0.02,-3.95,0.04,0.24,0,0,0,0,537.74,11732.53,735.95,1623.91,58.97,73.86,0.99,0.6,1.42,1.35,10.32,5.13,1.4,1.73,5.47,0.3,630,3
256,322,Poland,0.01,0.46,0.25,3.81,0,0.01,1.17,0.2,0.54,0.03,0.13,0.06,0.18,0.02,2.17,0.06,0.06,0.03,0.05,0.54,0.02,-1.44,0.37,3.38,2.34,0.05,1.95,0.37,0.2,0.2,0.85,0.91,1,1.31,0.14,0.7,3.64,0.03,0.16,0.72,0.09,0.81,1.37,585,0.02,0.7,13.43,0.97,2.26,0.3,1.24,1.77,0,0.01,0.03,0.01,0.02,0.07,-2.21,0.02,0.22,0,0,0,0,1142.64,56085.63,20098.63,22736.71,615.25,921.61,10.44,10.34,1.42,1,1.23,5.14,0.82,1.83,0.82,11.76,-0.2,3
257,325,Poland,0.14,0.65,0.16,1.41,0.14,0.17,0.53,1.4,0.35,0.18,0.44,0.13,0.14,0.27,1.53,0.27,0.13,0.18,0.1,0.21,0.21,-86.41,0.37,3.53,0.47,0.51,3.25,1.96,1.4,1.46,1.26,0.6,1,0.23,0.13,0.6,0.83,0.2,0.14,0.85,0.4,0.78,1.37,552,0.4,0.75,6.03,5.94,3.54,3.17,-0.05,1.91,0,0.07,0.05,0.11,0.28,0.18,-15.88,0.13,0.41,0,0.02,0.03,0,3255.42,6423.3,5744.68,6369.3,1123.81,2547.21,1.34,1.42,0,0,0,0,0,0,0,0,0,3
258,327,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,m,m,0,m,m,m,m,m,3
259,329,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,1.03,0.87,1.31,4.16,1.05,0.68,0.87,1.32,0.07,3
260,330,Poland,0.02,0.73,0.02,1.04,0.02,0.03,0.36,1.03,0.27,0.05,0.05,0.02,0.06,0.03,1.36,0.07,0.02,0.05,0.02,0.25,0.03,-1.87,0.04,3.71,0.71,0.2,2.14,1.37,0,1.05,0.84,0.53,0,0.08,0.05,0.07,0.48,0.08,0.08,0.67,0.47,0.52,1.04,105.86,0.07,0.99,3.89,5.55,2.21,2.02,-0.24,0.51,0,0.04,0.04,0.05,0.14,0.08,16.2,0.08,0.68,0,0.02,0,0,658.56,7021.95,2142.99,3257.64,176.06,344.25,0.86,0.85,0.89,1.03,0.2,m,1.22,1.88,0.51,m,m,3
261,331,Slovakia,0,0.22,0.44,5.11,0.02,0,3.52,1.06,0.78,0.01,0,0,0.01,0,4.52,0.03,0,0.01,0,0.76,0,-1.03,0.98,3.51,0.18,0.01,11.42,5.54,0,1.23,2.85,0.89,0,0.31,0.01,0,3.02,0.07,0.07,2.48,0.11,1.72,1.98,1439,0,0.15,4.73,3.64,9.87,2.35,0.18,m,m,0,0,0,0,0,m,0,0,0,0.03,0,0,399.32,1352827.73,4210.04,47791.84,311.01,688.81,0.9,1,m,m,m,1.19,m,m,m,m,m,3
262,332,Poland,0.01,0.38,0.28,3.44,0,0.01,1.63,0.21,0.62,0.04,0.1,0.16,0.07,0.09,2.65,0.03,0.05,0.01,0.03,0.62,0.07,-0.34,0.46,4.27,1.72,0.02,1.81,0.55,0,0.22,1.19,0.88,0,2.27,0.05,0.07,2.73,0.03,0.16,1.04,0.11,1.01,1.45,5238.26,0.01,0.43,2.65,4.1,1.88,0.35,1.07,0.08,0.31,0.07,0.34,0.19,0.28,0.64,-20.36,0.18,6.42,0,0,0,0,191.89,10447.23,3519.56,10457.07,118.09,194.43,m,m,0.83,0.63,0.88,4.04,0.68,0.45,1.23,0.75,3.16,3
